name,salary_from,salary_to,salary_currency,area_name,published_at
Программист .NET,150000.0,,RUR,Москва,2022-12-27T10:49:40+0300
Ведущий бизнес-аналитик на IT-проекты,,200000.0,RUR,Москва,2022-12-27T09:11:37+0300
Системный аналитик,,,,Уфа,2022-12-27T13:17:23+0300
Разработчик backend Python/Middle,180000.0,,RUR,Москва,2022-12-27T15:14:05+0300
Тестировщик (офис),130000.0,170000.0,RUR,Москва,2022-12-27T11:48:29+0300
Архитектор 1С,250000.0,,RUR,Москва,2022-12-27T13:18:01+0300
.Net Developer (Middle/Senior),2000.0,4000.0,USD,Ташкент,2022-12-27T12:21:42+0300
Data Analyst,,,,Москва,2022-12-27T16:08:07+0300
Руководитель проектов 1С,,,,Санкт-Петербург,2022-12-27T12:36:16+0300
Администратор Битрикс24 (удаленно),35000.0,35000.0,RUR,Москва,2022-12-27T09:59:42+0300
Руководитель группы разработки 1С,300000.0,350000.0,RUR,Москва,2022-12-27T15:19:48+0300
Тестировщик сетевого оборудования (компания внесена в реестр аккредитованных организаций IT),,,,Москва,2022-12-27T11:01:30+0300
Android developer,150000.0,300000.0,RUR,Москва,2022-12-27T15:58:23+0300
Системный аналитик,,,,Санкт-Петербург,2022-12-27T11:25:57+0300
TechLead (Python),,,,Москва,2022-12-27T16:51:29+0300
Главный системный аналитик,,,,Москва,2022-12-27T16:34:00+0300
Ведущий разработчик ABAP,,,,Москва,2022-12-27T16:38:51+0300
Технический писатель,,,,Санкт-Петербург,2022-12-27T12:40:48+0300
Системный инженер (компания внесена в реестр аккредитованных организаций IT),,,,Москва,2022-12-27T11:01:34+0300
Менеджер продукта «Сквозная аналитика» (GetCourse),,,,Москва,2022-12-27T12:32:33+0300
Middle Java Developer,,,,Санкт-Петербург,2022-12-27T18:15:42+0300
Инженер по клиентским системам,120000.0,150000.0,RUR,Москва,2022-12-27T10:07:00+0300
React Native Developer (Middle/Senior),2000.0,4000.0,USD,Алматы,2022-12-27T17:08:34+0300
Site Reliability Engineer (SRE),,,,Москва,2022-12-27T15:08:08+0300
Системный архитектор,,,,Москва,2022-12-27T13:38:45+0300
Специалист IT-проекта в сфере строительства,70000.0,,RUR,Тюмень,2022-12-27T12:07:37+0300
QA Automation engineer (Python),,,,Москва,2022-12-27T17:43:48+0300
Middle Python-разработчик,,,,Москва,2022-12-27T15:13:14+0300
С# Developer,,,,Москва,2022-12-27T15:42:56+0300
Product manager,,,,Москва,2022-12-27T13:36:08+0300
Frontend-разработчик,,,,Москва,2022-12-27T14:31:29+0300
WordPress Developer (Middle/Senior),2000.0,4000.0,USD,Алматы,2022-12-27T14:43:58+0300
Менеджер DevRel,,,,Москва,2022-12-27T09:18:31+0300
Разработчик сайтов 1С-Битрикс (удаленно),110000.0,200000.0,RUR,Москва,2022-12-27T14:27:49+0300
Ведущий специалист отдела IT,,,,Собинка,2022-12-27T11:11:42+0300
Технический писатель,,,,Воронеж,2022-12-27T11:36:53+0300
Бизнес-аналитик,130000.0,130000.0,RUR,Санкт-Петербург,2022-12-27T09:55:51+0300
Системный аналитик,,,,Магнитогорск,2022-12-27T13:17:23+0300
Инженер-программист,45000.0,,RUR,Уфа,2022-12-27T13:06:30+0300
Junior Analyst / Младший аналитик данных,,,,Москва,2022-12-27T13:23:44+0300
Middle/Senior Data Engineer в Sber AI Lab,,,,Москва,2022-12-27T16:09:08+0300
Head of PM (Руководитель проектного отдела),,,,Алматы,2022-12-27T13:05:14+0300
Your start in IT - QA Automation Training to become an Automation QA Intern,,,,Тбилиси,2022-12-27T11:37:38+0300
Разработчик C# (Middle/Senior),,,,Казань,2022-12-27T16:39:51+0300
Solution Architect,,,,Москва,2022-12-27T13:13:12+0300
Интегратор Битрикс24,,,,Москва,2022-12-27T15:35:57+0300
Системный Аналитик (МБС),,,,Москва,2022-12-27T14:06:45+0300
Системный аналитик / System Analyst,,,,Москва,2022-12-27T12:14:48+0300
Ведущий инженер (cloud архитектор/linux администратор),,,,Минск,2022-12-27T12:19:02+0300
QA Engineer Auto (Java),,,,Москва,2022-12-27T16:08:37+0300
QA Automation Engineer / автотестировщик,,,,Москва,2022-12-27T16:22:42+0300
Support engineer,,,,Самара,2022-12-27T09:45:26+0300
Мастер по ремонту мобильной техники в авторизированном центре Samsung,60000.0,75000.0,RUR,Екатеринбург,2022-12-27T10:26:07+0300
QA Engineer (Junior),,,,Санкт-Петербург,2022-12-27T11:41:20+0300
Специалист поддержки 1С,101000.0,147000.0,RUR,Москва,2022-12-27T09:41:53+0300
Программист 1С,120000.0,180000.0,RUR,Воронеж,2022-12-27T14:11:27+0300
UI/UX дизайнер,,,,Санкт-Петербург,2022-12-27T15:48:18+0300
Разработчик 1С,,150000.0,RUR,Москва,2022-12-27T12:03:36+0300
Инженер сервисного центра по ремонту ноутбуков и компьютерных комплектующих (50-летия Ростсельмаша),65000.0,80000.0,RUR,Батайск,2022-12-27T16:56:42+0300
Проектировщик интерфейсов,,,,Москва,2022-12-27T14:17:02+0300
Python developer (Odoo),,,,Минск,2022-12-27T16:24:37+0300
QA-тестировщик,,,,Тольятти,2022-12-27T13:06:12+0300
Старший системный аналитик,,,,Москва,2022-12-27T11:40:04+0300
Администратор баз данных PostgreSQL (DBA),,300000.0,RUR,Москва,2022-12-27T12:02:45+0300
Системный администратор,,,,Москва,2022-12-27T09:45:41+0300
Техник ВТ,25000.0,25000.0,RUR,Пермь,2022-12-27T12:04:21+0300
Специалист технической поддержки WMS,70000.0,,RUR,Красногорск,2022-12-27T09:21:54+0300
Data Engineer (Рекомендательная система),,,,Москва,2022-12-27T17:00:08+0300
Руководитель проектов,80000.0,,RUR,Новосибирск,2022-12-27T12:49:04+0300
SQL-разработчик,,,,Казань,2022-12-27T14:01:41+0300
Бизнес-аналитик (Непрерывное производство),,,,Санкт-Петербург,2022-12-27T16:55:31+0300
Аналитик,30000.0,50000.0,RUR,Уфа,2022-12-27T16:50:20+0300
Администратор баз данных,,,,Санкт-Петербург,2022-12-27T12:11:28+0300
Сервисный инженер,70000.0,,RUR,Москва,2022-12-27T14:57:42+0300
Технический писатель,,,,Санкт-Петербург,2022-12-27T10:10:18+0300
Системный аналитик,180000.0,220000.0,RUR,Москва,2022-12-27T09:11:37+0300
Business analyst (presales),,,,Томск,2022-12-27T13:24:32+0300
Программист 1С,144000.0,,RUR,Москва,2022-12-27T15:47:10+0300
Бизнес-аналитик,,,,Брянск,2022-12-27T10:44:00+0300
Data Engineer (GoLang Developer),,,,Сербия,2022-12-27T18:49:29+0300
Менеджер проекта (project manager) в проект система бизнес администрирования,,,,Владивосток,2022-12-27T09:30:55+0300
Project Manager 1С,,,,Москва,2022-12-27T09:21:03+0300
Системный аналитик/Systems Analyst,,,,Москва,2022-12-27T10:56:13+0300
Инженер отдела внедрения (монтажник слаботочных систем),70000.0,110000.0,RUR,Москва,2022-12-27T10:44:45+0300
Начальник отдела/службы АСУ,2700.0,3000.0,BYR,Минск,2022-12-27T12:12:52+0300
Продуктовый аналитик в команду VK Чекбэка,,,,Санкт-Петербург,2022-12-27T17:31:24+0300
Senior Frontend (Angular) developer,,,,Москва,2022-12-27T18:01:51+0300
Специалист по информационной безопасности,,,,Москва,2022-12-27T10:38:04+0300
Инженер сервисного центра по ремонту ноутбуков и компьютерных комплектующих (50-летия Ростсельмаша),65000.0,80000.0,RUR,Шахты,2022-12-27T16:56:00+0300
Программист 1C,150000.0,,RUR,Санкт-Петербург,2022-12-27T14:26:59+0300
Системный аналитик (Интеграция с CFT/ЦФТ),,,,Москва,2022-12-27T16:23:53+0300
Data Scientist (Рекомендательные системы),,,,Москва,2022-12-27T17:43:03+0300
Инженер сервисного центра по ремонту ноутбуков и компьютерных комплектующих (50-летия Ростсельмаша),65000.0,80000.0,RUR,Волгодонск,2022-12-27T16:56:16+0300
Менеджер Битрикс24,,,,Санкт-Петербург,2022-12-27T13:17:23+0300
Фронтэнд разработчик (frontend),200000.0,,RUR,Москва,2022-12-27T11:53:56+0300
Бизнес-аналитик (Горнорудный дивизион),,,,Санкт-Петербург,2022-12-27T16:55:41+0300
Сервис-инженер торгового оборудования (IT-компания),39000.0,,RUR,Ижевск,2022-12-27T12:17:14+0300
C++ Developer,,,,Москва,2022-12-27T17:34:25+0300
Специалист сервисного центра (Суворовский),30000.0,55000.0,RUR,Ростов-на-Дону,2022-12-27T16:54:16+0300
Middle React Native разработчик,130000.0,,RUR,Санкт-Петербург,2022-12-27T15:13:25+0300
React.js + Node.js Developer (Middle/Senior),2000.0,4000.0,USD,Баку,2022-12-27T14:35:56+0300
Senior PHP-developer,200000.0,300000.0,RUR,Москва,2022-12-27T17:30:39+0300
Специалист по информационной безопасности,,,,Москва,2022-12-27T11:15:56+0300
Angular Developer (Middle/Senior),2000.0,4000.0,USD,Ташкент,2022-12-27T11:34:18+0300
Программист JavaScript (JavaScript developer),,,,Ташкент,2022-12-27T11:44:06+0300
